,artist,firstName,itemInSession,lastName,length,level,location,sessionId,song,userId
3626,Dead Can Dance,Kinsley,16,Young,230.05995,paid,"Red Bluff, CA",891,The Writing On My Fathers Hand,85
3627,Alliance Ethnik,Kinsley,17,Young,195.94404,paid,"Red Bluff, CA",891,SinceritÃÂ© Et Jalousie,85
3628,DAVE MATTHEWS BAND,Kinsley,18,Young,109.50485,paid,"Red Bluff, CA",891,#40,85
3629,Victor Jara,Kinsley,20,Young,105.58649,paid,"Red Bluff, CA",891,Ay Mi Palomita (1997 Digital Remaster),85
3630,Rose Royce,Kinsley,21,Young,275.9571,paid,"Red Bluff, CA",891,Get Up Off Your Fat,85
3631,Sex Pistols,Kinsley,22,Young,194.63791,paid,"Red Bluff, CA",891,Who Was It (Demo Version Of 'EMI'),85
3632,Devin Townsend,Kinsley,23,Young,436.40118,paid,"Red Bluff, CA",891,The fluke,85
3633,Szarka Gyula,Kinsley,24,Young,243.53914,paid,"Red Bluff, CA",891,BorivÃÂ³knak valÃÂ³,85
3634,The Clash,Kinsley,25,Young,186.06975,paid,"Red Bluff, CA",891,I'm Not Down,85
3635,DJ Shadow,Kinsley,26,Young,549.56363,paid,"Red Bluff, CA",891,Blood On The Motorway,85
3636,Beck,Kinsley,27,Young,139.59791,paid,"Red Bluff, CA",891,Lemonade,85
3637,Johnny Mathis,Kinsley,28,Young,140.93016,paid,"Red Bluff, CA",891,Misty,85
3638,Nicolai Dunger,Kinsley,29,Young,163.65669,paid,"Red Bluff, CA",891,Our Filmscore,85
3639,Miranda Cosgrove featuring Drake Bell,Kimber,1,Norris,161.04444,free,"New York-Newark-Jersey City, NY-NJ-PA",488,Leave It All To Me (Theme from iCarly),47
3640,Slipknot,Aiden,0,Ramirez,192.57424,paid,"New York-Newark-Jersey City, NY-NJ-PA",19,Opium Of The People (Album Version),20
3641,Cat Stevens,Aiden,1,Ramirez,170.57914,paid,"New York-Newark-Jersey City, NY-NJ-PA",19,Don't Be Shy,20
3642,Collective Soul,Aiden,2,Ramirez,273.47546,paid,"New York-Newark-Jersey City, NY-NJ-PA",19,Run (LP Version),20
3643,Taylor Swift,Aiden,3,Ramirez,233.89995,paid,"New York-Newark-Jersey City, NY-NJ-PA",19,Love Story,20
3644,The Dixie Cups,Aiden,4,Ramirez,120.05832,paid,"New York-Newark-Jersey City, NY-NJ-PA",19,Iko Iko,20
3645,Carlos Santana & Mahavishnu John McLaughlin,Aiden,5,Ramirez,157.93587,paid,"New York-Newark-Jersey City, NY-NJ-PA",19,Meditation,20
3646,Pixies,Aiden,6,Ramirez,280.00608,paid,"New York-Newark-Jersey City, NY-NJ-PA",19,Into The White,20
3647,Antimatter,Aiden,7,Ramirez,245.52444,paid,"New York-Newark-Jersey City, NY-NJ-PA",19,Lights Out,20
3648,Rihanna,Christian,1,Porter,293.82485,free,"Elkhart-Goshen, IN",10,Rehab,11
3649,Soda Stereo,Aiden,8,Ramirez,186.69669,paid,"New York-Newark-Jersey City, NY-NJ-PA",19,ObservÃÂ¡ndonos (SatÃÂ©lites),20
3650,Metallica,Jahiem,1,Miles,387.02975,free,"San Antonio-New Braunfels, TX",265,Welcome Home (Sanitarium),43
3651,Adam Lambert,Jahiem,2,Miles,227.39546,free,"San Antonio-New Braunfels, TX",265,Whataya Want From Me,43
3652,Beirut,Jahiem,3,Miles,185.28608,free,"San Antonio-New Braunfels, TX",265,The Flying Club Cup,43
3653,Russell Malone,Jahiem,4,Miles,396.40771,free,"San Antonio-New Braunfels, TX",265,Heartstrings,43
3654,Yung Joc feat Jazze Pha,Jacqueline,1,Lynch,233.19465,free,"Atlanta-Sandy Springs-Roswell, GA",353,Momma (featuring Jazze Pha) (Amended Album Version),29
3655,Metallica,Jacqueline,5,Lynch,515.21261,paid,"Atlanta-Sandy Springs-Roswell, GA",353,Master Of Puppets,29
3656,Pavement,Marina,0,Sutton,99.16036,free,"Salinas, CA",188,Mercy:The Laundromat,48
3657,Andre Hazes,Tegan,1,Levine,195.36934,free,"Portland-South Portland, ME",342,Che Sara,80
3658,Joan Baez,Tegan,5,Levine,215.14404,paid,"Portland-South Portland, ME",342,Let It Be,80
3659,Porcupine Tree,Tegan,6,Levine,217.39057,paid,"Portland-South Portland, ME",342,Hallogallo,80
3660,Coldplay,Tegan,8,Levine,228.77995,paid,"Portland-South Portland, ME",342,In My Place,80
3661,Usher,Tegan,9,Levine,224.10404,paid,"Portland-South Portland, ME",342,Hey Daddy (Daddy's Home),80
3662,Fabolous,Tegan,10,Levine,222.9024,paid,"Portland-South Portland, ME",342,Can't Let You Go featuring Mike Shorey & Lil' Mo  (Main LP Version),80
3663,Sheena Easton,Tegan,11,Levine,239.62077,paid,"Portland-South Portland, ME",342,Strut (1993 Digital Remaster),80
3664,Restiform Bodies,Tegan,12,Levine,229.14567,paid,"Portland-South Portland, ME",342,Interactive Halloween Bear,80
3665,The Killers,Tegan,14,Levine,284.60363,paid,"Portland-South Portland, ME",342,Spaceman,80
3666,Kaiser Chiefs,Tegan,15,Levine,217.62567,paid,"Portland-South Portland, ME",342,Everyday I Love You Less and Less,80
3667,Delerium,Tegan,17,Levine,275.01669,paid,"Portland-South Portland, ME",342,Till The End Of Time,80
3668,Christophe MaÃÂ©,Tegan,18,Levine,237.47873,paid,"Portland-South Portland, ME",342,La Rumeur,80
3669,F.I.R.,Tegan,19,Levine,283.6371,paid,"Portland-South Portland, ME",342,Ni Hen Ai Ta,80
3670,Pearl Jam,Tegan,20,Levine,268.7473,paid,"Portland-South Portland, ME",342,Better Man,80
3671,Fey,Stefany,0,White,266.86649,free,"Lubbock, TX",258,Como Un ÃÂngel,83
3672,Delerium feat. Sarah McLachlan,Tegan,21,Levine,494.81098,paid,"Portland-South Portland, ME",342,Silence,80
3673,Newton Faulkner,Stefany,1,White,177.3971,free,"Lubbock, TX",258,I Need Something,83
3674,Justice,Tegan,22,Levine,265.16853,paid,"Portland-South Portland, ME",342,Waters Of Nazareth (album version),80
3675,Muse,Tegan,23,Levine,209.34485,paid,"Portland-South Portland, ME",342,Supermassive Black Hole (Album Version),80
3676,Bebo & Cigala,Tegan,24,Levine,175.90812,paid,"Portland-South Portland, ME",342,Vete De Mi,80
3677,The Almost,Tegan,25,Levine,222.24934,paid,"Portland-South Portland, ME",342,Dirty And Left Out,80
3678,BeyoncÃÂ©,Tegan,26,Levine,374.59546,paid,"Portland-South Portland, ME",342,Get Me Bodied,80
3679,Base Ball Bear,Tegan,27,Levine,255.60771,paid,"Portland-South Portland, ME",342,Sayonara-Nostalgia,80
3680,Badly Drawn Boy,Tegan,28,Levine,247.97995,paid,"Portland-South Portland, ME",342,This Is That New Song,80
3681,Alicia Keys,Tegan,29,Levine,249.02485,paid,"Portland-South Portland, ME",342,Try Sleeping With A Broken Heart,80
3682,The Black Keys,Tegan,30,Levine,208.01261,paid,"Portland-South Portland, ME",342,Girl Is On My Mind,80
3683,Juanes,Tegan,31,Levine,205.73995,paid,"Portland-South Portland, ME",342,A Dios Le Pido,80
3684,John Mayer,Tegan,32,Levine,149.39383,paid,"Portland-South Portland, ME",342,Crossroads,80
3685,The xx,Tegan,33,Levine,188.55138,paid,"Portland-South Portland, ME",342,Basic Space,80
3686,The Killers,Tegan,34,Levine,220.89098,paid,"Portland-South Portland, ME",342,When You Were Young,80
3687,The Prodigy,Tegan,35,Levine,260.07465,paid,"Portland-South Portland, ME",342,The Big Gundown,80
3688,Machine Head,Tegan,36,Levine,333.13914,paid,"Portland-South Portland, ME",342,A Nation On Fire (Album Version),80
3689,Coldplay,Tegan,37,Levine,291.60444,paid,"Portland-South Portland, ME",342,Speed Of Sound,80
3690,Michael Jackson,Tegan,39,Levine,373.73342,paid,"Portland-South Portland, ME",342,Little Susie / Pie Jesu,80
3691,Daddy Yankee,Tegan,40,Levine,235.15383,paid,"Portland-South Portland, ME",342,A Lo Clasico,80
3692,Flobots,Tegan,41,Levine,307.56526,paid,"Portland-South Portland, ME",342,Never Had It,80
3693,Quantic,Tegan,42,Levine,275.01669,paid,"Portland-South Portland, ME",342,When You're Through Feat. Spanky Wilson,80
3694,New Order,Tegan,43,Levine,261.72036,paid,"Portland-South Portland, ME",342,Love Vigilantes,80
3695,Cold,Tegan,44,Levine,197.27628,paid,"Portland-South Portland, ME",342,No One,80
3696,Counting Crows,Tegan,45,Levine,272.79628,paid,"Portland-South Portland, ME",342,Mr. Jones,80
3697,DEATH,Tegan,46,Levine,376.81587,paid,"Portland-South Portland, ME",342,Symbolic,80
3698,Vangelis,Hayden,1,Brock,352.78322,paid,"Detroit-Warren-Dearborn, MI",117,La Petite Fille De La Mer,72
3699,Armin van Buuren,Tegan,47,Levine,452.23138,paid,"Portland-South Portland, ME",342,Never Say Never,80
3700,Justin Bieber,Hayden,2,Brock,222.92853,paid,"Detroit-Warren-Dearborn, MI",117,Stuck In The Moment,72
3701,Sleep,Hayden,3,Brock,426.84036,paid,"Detroit-Warren-Dearborn, MI",117,Evil Gypsy - Solomons Theme,72
3702,Lady GaGa / Colby O'Donis,Tegan,48,Levine,238.54975,paid,"Portland-South Portland, ME",342,Just Dance,80
3703,Kings Of Leon,Tegan,49,Levine,201.79546,paid,"Portland-South Portland, ME",342,Revelry,80
3704,Leon Gieco,Hayden,4,Brock,285.02159,paid,"Detroit-Warren-Dearborn, MI",117,La Colina De La Vida,72
3705,U2,Tegan,50,Levine,190.98077,paid,"Portland-South Portland, ME",342,Vertigo,80
3706,George Jones and Gene Pitney,Hayden,5,Brock,166.3473,paid,"Detroit-Warren-Dearborn, MI",117,Wreck On the Highway,72
3707,Kanye West,Tegan,51,Levine,203.4673,paid,"Portland-South Portland, ME",342,Homecoming,80
3708,Barry White,Hayden,6,Brock,350.56281,paid,"Detroit-Warren-Dearborn, MI",117,Come On,72
3709,John Prine,Tegan,52,Levine,136.09751,paid,"Portland-South Portland, ME",342,He Was In Heaven Before He Died (LP Version),80
3710,Bright Eyes,Tegan,53,Levine,375.95383,paid,"Portland-South Portland, ME",342,I Must Belong Somewhere,80
3711,Justin Bieber,Hayden,7,Brock,191.55546,paid,"Detroit-Warren-Dearborn, MI",117,Love Me,72
3712,Darude,Hayden,8,Brock,226.08934,paid,"Detroit-Warren-Dearborn, MI",117,Sandstorm,72
3713,Evanescence,Hayden,9,Brock,262.79138,paid,"Detroit-Warren-Dearborn, MI",117,My Immortal,72
3714,Harmonia,Hayden,10,Brock,655.77751,paid,"Detroit-Warren-Dearborn, MI",117,Sehr kosmisch,72
3715,O.G.C.,Hayden,11,Brock,290.66404,paid,"Detroit-Warren-Dearborn, MI",117,Gunn Clapp,72
3716,Mc Chris,Hayden,12,Brock,179.51302,paid,"Detroit-Warren-Dearborn, MI",117,hoodie ninja,72
3717,Marilyn Manson,Hayden,13,Brock,175.77751,paid,"Detroit-Warren-Dearborn, MI",117,The Fight Song,72
3718,Red Hot Chili Peppers,Hayden,14,Brock,334.65424,paid,"Detroit-Warren-Dearborn, MI",117,Snow [Hey Oh] (Album Version),72
3719,dEUS,Hayden,15,Brock,299.83302,paid,"Detroit-Warren-Dearborn, MI",117,Secret Hell,72
3720,Sean Paul,Hayden,16,Brock,183.45751,paid,"Detroit-Warren-Dearborn, MI",117,Watch Them Roll,72
3721,These United States,Hayden,17,Brock,207.38567,paid,"Detroit-Warren-Dearborn, MI",117,Heaven Can Wait,72
3722,Tamia,Hayden,18,Brock,327.54893,paid,"Detroit-Warren-Dearborn, MI",117,Careless Whisper,72
3723,Lil Scrappy,Hayden,19,Brock,238.78485,paid,"Detroit-Warren-Dearborn, MI",117,Like Me (Amended Version),72
3724,AlizÃÂ©e,Stefany,0,White,266.1873,free,"Lubbock, TX",375,Moi... Lolita,83
3725,Dragonforce,Hayden,20,Brock,441.02485,paid,"Detroit-Warren-Dearborn, MI",117,Through The Fire And Flames (Album Version),72
3726,Mobb Deep,Stefany,1,White,185.80853,free,"Lubbock, TX",375,Backstage Pass,83
3727,Slipknot,Anabelle,1,Simpson,254.11873,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",264,Everything Ends (Album Version),69
3728,Bohren & Der Club Of Gore,Stefany,2,White,491.38893,free,"Lubbock, TX",375,Schwarze Biene (Black Maja),83
3729,Marc Almond,Hayden,21,Brock,228.44036,paid,"Detroit-Warren-Dearborn, MI",117,The Sea Still Sings,72
3730,Delirious?,Anabelle,2,Simpson,250.95791,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",264,Paint The Town Red,69
3731,Red Hot Chili Peppers,Wyatt,0,Scott,265.50812,free,"Eureka-Arcata-Fortuna, CA",335,Under The Bridge (Album Version),9
3732,Bon Iver,Hayden,22,Brock,329.24689,paid,"Detroit-Warren-Dearborn, MI",117,Blindsided,72
3733,California Swag District,Anabelle,3,Simpson,239.17669,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",264,Teach Me How To Dougie,69
3734,Klaus Badelt,Stefany,3,White,136.07138,free,"Lubbock, TX",375,The Black Pearl,83
3735,Yeah Yeah Yeahs,Hayden,23,Brock,187.19302,paid,"Detroit-Warren-Dearborn, MI",117,Gold Lion,72
3736,Basshunter,Stefany,5,White,190.30159,free,"Lubbock, TX",375,Patrik och Lillen - Vifta med hÃÂ¤nderna (basshunter remix),83
3737,Cocteau Twins,Hayden,24,Brock,271.85587,paid,"Detroit-Warren-Dearborn, MI",117,My Truth,72
3738,Usher featuring will.i.am,Stefany,6,White,395.72853,free,"Lubbock, TX",375,OMG,83
3739,Faith No More,Hayden,25,Brock,249.86077,paid,"Detroit-Warren-Dearborn, MI",117,Last Cup Of Sorrow,72
3740,The Champs,Stefany,7,White,132.0224,free,"Lubbock, TX",375,Tequila,83
3741,Disturbed,Hayden,26,Brock,200.61995,paid,"Detroit-Warren-Dearborn, MI",117,Guarded (Album Version),72
3742,Don Omar,Hayden,27,Brock,204.9824,paid,"Detroit-Warren-Dearborn, MI",117,Dile,72
3743,Alison Krauss / Union Station,Hayden,28,Brock,190.45832,paid,"Detroit-Warren-Dearborn, MI",117,The Lucky One,72
3744,Covenant,Hayden,29,Brock,300.19873,paid,"Detroit-Warren-Dearborn, MI",117,XRDS,72
3745,The White Stripes,Hayden,30,Brock,231.81016,paid,"Detroit-Warren-Dearborn, MI",117,Seven Nation Army (Album Version),72
3746,Carter USM,Hayden,31,Brock,109.08689,paid,"Detroit-Warren-Dearborn, MI",117,As You Are Leaving The Building,72
3747,Nacho Cano,Hayden,32,Brock,195.21261,paid,"Detroit-Warren-Dearborn, MI",117,El Dolor Del Agua,72
3748,The Rumble Strips,Hayden,33,Brock,163.52608,paid,"Detroit-Warren-Dearborn, MI",117,No Soul,72
3749,Jamie T,Hayden,34,Brock,259.65669,paid,"Detroit-Warren-Dearborn, MI",117,Sheila (Explicit),72
3750,Jimmy Eat World,Hayden,35,Brock,242.93832,paid,"Detroit-Warren-Dearborn, MI",117,Clarity,72
3751,Jose Gonzalez,Hayden,36,Brock,237.53098,paid,"Detroit-Warren-Dearborn, MI",117,Cycling Trivialities,72
3752,Train,Hayden,37,Brock,216.76363,paid,"Detroit-Warren-Dearborn, MI",117,Hey_ Soul Sister,72
3753,California Swag District,Hayden,38,Brock,239.17669,paid,"Detroit-Warren-Dearborn, MI",117,Teach Me How To Dougie,72
3754,Cake,Ryan,0,Smith,319.18975,free,"San Jose-Sunnyvale-Santa Clara, CA",356,Jolene,26
3755,Fabolous,Ryan,1,Smith,306.442,free,"San Jose-Sunnyvale-Santa Clara, CA",356,Can't Deny It [featuring Nate Dogg] [Explicit Version],26
3756,Crosby_ Stills & Nash,Ayla,0,Johnson,159.11138,free,"Santa Rosa, CA",330,Marrakesh Express  (LP Version),63
3757,Violent Femmes,Ayla,1,Johnson,284.3424,free,"Santa Rosa, CA",330,Add It Up,63
3758,Calle 13,Ayla,2,Johnson,228.72771,free,"Santa Rosa, CA",330,Sin Coro,63
3759,Radars to the Sky,Jacqueline,3,Lynch,216.16281,paid,"Atlanta-Sandy Springs-Roswell, GA",372,Victoria,29
3760,The Lonely Island,Jacqueline,4,Lynch,174.15791,paid,"Atlanta-Sandy Springs-Roswell, GA",372,Incredibad,29
3761,Skint & Demoralised,Jacqueline,7,Lynch,245.7073,paid,"Atlanta-Sandy Springs-Roswell, GA",372,Three More Days,29
3762,Faith No More,Jacqueline,8,Lynch,158.9024,paid,"Atlanta-Sandy Springs-Roswell, GA",372,What A Day,29
3763,Eagles Of Death Metal,Jacqueline,9,Lynch,169.74322,paid,"Atlanta-Sandy Springs-Roswell, GA",372,Speaking In Tongues,29
3764,Metallica,Sienna,0,Colon,415.16363,free,"Las Cruces, NM",317,Fade To Black,81
3765,Angels and Airwaves,Jacqueline,10,Lynch,302.05342,paid,"Atlanta-Sandy Springs-Roswell, GA",372,The Gift,29
3766,Woven Hand,Jacqueline,11,Lynch,210.83383,paid,"Atlanta-Sandy Springs-Roswell, GA",372,Swedish Purse,29
3767,The Decemberists,Jacqueline,12,Lynch,242.59873,paid,"Atlanta-Sandy Springs-Roswell, GA",372,Everything I Try to Do_ Nothing Seems to Turn Out Right,29
3768,Looptroop,Jacqueline,13,Lynch,319.32036,paid,"Atlanta-Sandy Springs-Roswell, GA",372,Long Arm Of The Law,29
3769,Cheb Mami - K-Maro,Kevin,0,Arellano,191.73832,free,"Harrisburg-Carlisle, PA",370,Nos Couleurs (Feat K Maro),66
3770,Tab Benoit,Matthew,0,Jones,221.09995,free,"Janesville-Beloit, WI",178,Jambalaya,36
3771,Kim Carnes,Jacqueline,14,Lynch,223.242,paid,"Atlanta-Sandy Springs-Roswell, GA",372,Bette Davis Eyes,29
3772,Clutch,Matthew,1,Jones,358.53016,free,"Janesville-Beloit, WI",178,Drink To The Dead (LP Version),36
3773,Justice,Jacqueline,15,Lynch,285.41342,paid,"Atlanta-Sandy Springs-Roswell, GA",372,Phantom Part 1.5 (Album Version),29
3774,Fall Out Boy,Matthew,6,Jones,181.36771,free,"Janesville-Beloit, WI",178,Dance_ Dance,36
3775,Vienna Teng,Jacqueline,16,Lynch,263.78404,paid,"Atlanta-Sandy Springs-Roswell, GA",372,Harbor,29
3776,Fat Joe,Matthew,7,Jones,317.09995,free,"Janesville-Beloit, WI",178,Story To Tell,36
3777,Muse,Jacqueline,17,Lynch,209.34485,paid,"Atlanta-Sandy Springs-Roswell, GA",372,Supermassive Black Hole (Album Version),29
3778,The Smiths,Jacqueline,18,Lynch,196.67546,paid,"Atlanta-Sandy Springs-Roswell, GA",372,The Boy With The Thorn In His Side,29
3779,Beach House,Jayden,0,Fox,265.1424,free,"New Orleans-Metairie, LA",383,Heart of Chambers,101
3780,Galactic,Jayden,1,Fox,128.39138,free,"New Orleans-Metairie, LA",383,Wild Man (featuring Big Chief Bo Dollis),101
3781,Static-X,Adelyn,0,Jordan,183.69261,free,"Chicago-Naperville-Elgin, IL-IN-WI",6,Dirthouse (Album Version),7
3782,Pulp,Matthew,1,Jones,244.08771,free,"Janesville-Beloit, WI",388,Babies,36
3783,K-OS,Ryan,0,Smith,211.33016,free,"San Jose-Sunnyvale-Santa Clara, CA",382,EMCEE Murdah,26
3784,Oleta Adams,Molly,0,Taylor,281.93914,free,"St. Louis, MO-IL",290,My Heart Won't Lie,35
3785,Afromental,Tegan,1,Levine,196.20526,paid,"Portland-South Portland, ME",376,Bootycall,80
3786,NOFX,Ryan,0,Smith,65.04444,free,"San Jose-Sunnyvale-Santa Clara, CA",394,Benny Got Blowed Up,26
3787,Girl Talk,Tegan,2,Levine,173.24363,paid,"Portland-South Portland, ME",376,Give and Go,80
3788,Scars On Broadway,Tegan,3,Levine,175.46404,paid,"Portland-South Portland, ME",376,Funny,80
3789,Wilco,Tegan,4,Levine,363.96363,paid,"Portland-South Portland, ME",376,I Am Trying to Break Your Heart,80
3790,Hawk Nelson,Tegan,5,Levine,174.81098,paid,"Portland-South Portland, ME",376,California,80
3791,DAVE MATTHEWS BAND,Tegan,6,Levine,341.26322,paid,"Portland-South Portland, ME",376,So Much To Say,80
3792,System of a Down,Tegan,7,Levine,169.89995,paid,"Portland-South Portland, ME",376,Lonely Day,80
3793,McFly,Tegan,8,Levine,267.62404,paid,"Portland-South Portland, ME",376,Falling In Love,80
3794,Death In Vegas,Tegan,9,Levine,270.23628,paid,"Portland-South Portland, ME",376,Girls,80
3795,Silverchair,Bronson,0,Harris,257.72363,free,"Eugene, OR",358,Straight Lines,33
3796,Sean Kingston and Justin Bieber,Carlos,1,Carter,201.9522,free,"Miami-Fort Lauderdale-West Palm Beach, FL",292,Eenie Meenie,27
3797,AndrÃÂ©s Cepeda,Rylan,1,George,203.96363,free,"Birmingham-Hoover, AL",393,CÃÂ³mo Puede Ser,16
3798,Irish Tenors,Rylan,2,George,187.48036,free,"Birmingham-Hoover, AL",393,Danny Boy,16
3799,Justin Bieber,Rylan,3,George,212.53179,free,"Birmingham-Hoover, AL",393,Runaway Love,16
3800,Jonny L,Harper,0,Barrett,401.52771,paid,"New York-Newark-Jersey City, NY-NJ-PA",275,Microdaze,42
3801,Explosions In The Sky,Adelyn,0,Jordan,497.47546,free,"Chicago-Naperville-Elgin, IL-IN-WI",458,Your Hand In Mine,7
3802,Paul Van Dyk Featuring Jessica Sutta,Layla,0,Griffin,425.66485,paid,"Lake Havasu City-Kingman, AZ",672,White Lies (Dave Spoon Remix),24
3803,Tim Hughes,Layla,1,Griffin,323.47383,paid,"Lake Havasu City-Kingman, AZ",672,God of Justice,24
3804,David Cassidy & The Partridge Family,Layla,2,Griffin,227.73506,paid,"Lake Havasu City-Kingman, AZ",672,I'll Meet You Halfway,24
3805,Snow Patrol,Layla,3,Griffin,200.93342,paid,"Lake Havasu City-Kingman, AZ",672,Crack The Shutters,24
3806,Third Eye Blind,Layla,4,Griffin,347.11465,paid,"Lake Havasu City-Kingman, AZ",672,Darwin,24
3807,HYPOCRISY,Layla,5,Griffin,331.38893,paid,"Lake Havasu City-Kingman, AZ",672,The Quest,24
3808,Peccatum,Layla,6,Griffin,283.0624,paid,"Lake Havasu City-Kingman, AZ",672,And Pray For Me,24
3809,Justyna Steczkowska,Layla,7,Griffin,333.53098,paid,"Lake Havasu City-Kingman, AZ",672,Noc...,24
3810,Bloc Party,Layla,8,Griffin,259.36934,paid,"Lake Havasu City-Kingman, AZ",672,Your Visits Are Getting Shorter,24
3811,Temprees,Layla,9,Griffin,177.34485,paid,"Lake Havasu City-Kingman, AZ",672,At Last,24
3812,Mickie Krause,Layla,10,Griffin,204.17261,paid,"Lake Havasu City-Kingman, AZ",672,Orange TrÃÂ¤gt Nur Die MÃÂ¼llabfuhr (Go West),24
3813,Foolish Things,Layla,11,Griffin,266.86649,paid,"Lake Havasu City-Kingman, AZ",672,Who Can Compare,24
3814,Bersuit Vergarabat,Layla,12,Griffin,289.30567,paid,"Lake Havasu City-Kingman, AZ",672,Hecho En Buenos Aires,24
3815,ManÃÂ¡,Layla,13,Griffin,262.81751,paid,"Lake Havasu City-Kingman, AZ",672,Mariposa traicionera,24
3816,Newton Faulkner,Layla,14,Griffin,190.04036,paid,"Lake Havasu City-Kingman, AZ",672,Feels Like Home,24
3817,BjÃÂ¶rk,Layla,15,Griffin,260.25751,paid,"Lake Havasu City-Kingman, AZ",672,Come To Me,24
3818,Olivia Newton-John,Layla,16,Griffin,132.23138,paid,"Lake Havasu City-Kingman, AZ",672,Hochmah (Interlude),24
3819,David Byrne & Fatboy Slim feat. Charmaine Clamor,Layla,17,Griffin,238.65424,paid,"Lake Havasu City-Kingman, AZ",672,Walk Like A Woman (Album Version),24
3820,Lords Of The New Church,Layla,18,Griffin,182.36036,paid,"Lake Havasu City-Kingman, AZ",672,Girls Girls Girls,24
3821,Harry Chapin,Layla,19,Griffin,406.15138,paid,"Lake Havasu City-Kingman, AZ",672,Taxi  (LP Version),24
3822,Jimmy Eat World,Layla,20,Griffin,166.00771,paid,"Lake Havasu City-Kingman, AZ",672,The Middle,24
3823,Now It's Overhead,Layla,21,Griffin,267.04934,paid,"Lake Havasu City-Kingman, AZ",672,Profile (Album Version),24
3824,BjÃÂ¶rk,Layla,22,Griffin,348.57751,paid,"Lake Havasu City-Kingman, AZ",672,Undo,24
3825,THE CHIFFONS,Layla,23,Griffin,124.682,paid,"Lake Havasu City-Kingman, AZ",672,I Have A Boyfriend,24
3826,BeyoncÃÂ©,Layla,24,Griffin,293.14567,paid,"Lake Havasu City-Kingman, AZ",672,Dangerously In Love,24
3827,Roxy Music,Layla,25,Griffin,269.5571,paid,"Lake Havasu City-Kingman, AZ",672,More Than This,24
3828,Tokio Hotel,Layla,26,Griffin,191.89506,paid,"Lake Havasu City-Kingman, AZ",672,Nach dir kommt nichts,24
3829,Coldplay,Layla,27,Griffin,274.41587,paid,"Lake Havasu City-Kingman, AZ",672,One I Love,24
3830,Lou Gramm,Kevin,3,Arellano,296.17587,free,"Harrisburg-Carlisle, PA",676,Just Between You And Me (Remastered LP Version),66
3831,Aesop Rock,Layla,28,Griffin,272.24771,paid,"Lake Havasu City-Kingman, AZ",672,One Brick,24
3832,The Mars Volta,Layla,29,Griffin,426.00444,paid,"Lake Havasu City-Kingman, AZ",672,Drunkship Of Lanterns,24
3833,Jonna Tervomaa,Layla,30,Griffin,219.97669,paid,"Lake Havasu City-Kingman, AZ",672,Kaiken se kÃÂ¤rsii,24
3834,Kings Of Leon,Layla,31,Griffin,231.81016,paid,"Lake Havasu City-Kingman, AZ",672,Use Somebody,24
3835,LMFAO / Lil Jon,Layla,32,Griffin,222.17098,paid,"Lake Havasu City-Kingman, AZ",672,Shots,24
3836,Global Deejays Feat. Rozalla,Jordan,0,Hicks,398.52363,free,"Salinas, CA",684,EverybodyÃÂ´s Free,37
3837,Ratt,Layla,33,Griffin,195.86567,paid,"Lake Havasu City-Kingman, AZ",672,Scratch That Itch (LP Version),24
3838,Kings Of Leon,Layla,34,Griffin,201.79546,paid,"Lake Havasu City-Kingman, AZ",672,Revelry,24
3839,N.E.R.D.,Layla,35,Griffin,259.23873,paid,"Lake Havasu City-Kingman, AZ",672,Rock Star,24
3840,Future Rock,Lily,0,Koch,239.90812,paid,"Chicago-Naperville-Elgin, IL-IN-WI",612,Gears,15
3841,Pride Tiger,Layla,36,Griffin,215.77098,paid,"Lake Havasu City-Kingman, AZ",672,The Lucky Ones,24
3842,Lady GaGa / Colby O'Donis,Layla,37,Griffin,238.54975,paid,"Lake Havasu City-Kingman, AZ",672,Just Dance,24
3843,Linkin Park,Lily,1,Koch,216.92036,paid,"Chicago-Naperville-Elgin, IL-IN-WI",612,In The End (Album Version),15
3844,Rapper K,Lily,2,Koch,328.51546,paid,"Chicago-Naperville-Elgin, IL-IN-WI",612,Moving Forward (feat. Late_ M.E.N.I.S. & Caper),15
3845,Nevermore,Layla,38,Griffin,253.1522,paid,"Lake Havasu City-Kingman, AZ",672,I Am The Dog,24
3846,Phoenix,Layla,39,Griffin,198.03383,paid,"Lake Havasu City-Kingman, AZ",672,Too Young,24
3847,Mt. St. Helens Vietnam Band,Lily,3,Koch,253.6224,paid,"Chicago-Naperville-Elgin, IL-IN-WI",612,A Year Or Two,15
3848,Justice,Layla,40,Griffin,242.23302,paid,"Lake Havasu City-Kingman, AZ",672,D.A.N.C.E. [Live Version],24
3849,Kings Of Leon,Lily,4,Koch,201.32526,paid,"Chicago-Naperville-Elgin, IL-IN-WI",612,Joe's Head,15
3850,A Skylit Drive,Layla,41,Griffin,206.18404,paid,"Lake Havasu City-Kingman, AZ",672,City On The Edge Of Forever,24
3851,Muse,Lily,5,Koch,346.69669,paid,"Chicago-Naperville-Elgin, IL-IN-WI",612,Resistance,15
3852,Superlitio,Layla,42,Griffin,226.79465,paid,"Lake Havasu City-Kingman, AZ",672,Te LastimÃÂ©,24
